Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2021,OCT,Office of Field Operations,Southern Border,Laredo Field Office,211000062,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200069,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100105,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800077,1
2024,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240100043,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000103,1
2021,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,210500014,1
2024,APR,U.S. Border Patrol,Southern Border,El Centro Sector,240400018,1
2023,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,230800046,1
2022,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220400006,1
2021,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,210500004,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200088,1
2023,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,231100012,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400050,1
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800017,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300071,1
2024,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,240100011,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400073,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400040,2
2021,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,210800009,1
2023,NOV,Office of Field Operations,Southern Border,Laredo Field Office,231100109,1
2021,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,210300005,1
2021,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,210600004,1
2022,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,220800014,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300038,1
2021,NOV,U.S. Border Patrol,Southern Border,Big Bend Sector,211100003,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100060,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300003,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600064,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800050,1
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600021,1
2023,FEB,U.S. Border Patrol,Southern Border,Yuma Sector,230200110,5
2023,APR,Office of Field Operations,Southern Border,San Diego Field Office,230400098,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400049,1
2022,APR,Office of Field Operations,Southern Border,San Diego Field Office,220400110,1
2022,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,220700058,3
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400057,1
2021,MAR,U.S. Border Patrol,Southern Border,Laredo Sector,210300030,1
2024,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,240900062,1
2023,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231100004,1
2021,APR,U.S. Border Patrol,Southern Border,Yuma Sector,210400085,2
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800031,1
2021,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210900001,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100064,1
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900076,1
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800020,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100033,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200048,1
2023,DEC,U.S. Border Patrol,Southern Border,Del Rio Sector,231200016,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200060,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300116,1
2021,JAN,Office of Field Operations,Coastal/Interior,San Juan Field Office,210100077,1
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800004,1
2023,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230700046,1
2023,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,231200001,1
2022,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220500046,1
2022,DEC,U.S. Border Patrol,Northern Border,Houlton Sector,221200033,1
2024,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,240300004,1
2021,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,210600044,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200073,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200042,1
2023,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,230300081,2
2024,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,240200027,2
2023,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,230900026,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200083,1
2024,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240200054,1
2022,FEB,Office of Field Operations,Southern Border,San Diego Field Office,220200086,1
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000059,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100024,1
2022,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,221200105,2
2024,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,240900048,1
2023,SEP,Office of Field Operations,Northern Border,Boston Field Office,230900085,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100059,2
2023,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,230400018,1
2021,JUN,Office of Field Operations,Southern Border,San Diego Field Office,210600105,2
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200058,1
2024,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,241000034,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400010,1
2021,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,210800003,1
2023,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,230700024,1
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600004,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600036,1
2024,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,240500009,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600069,1
2024,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,240100032,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000062,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700039,3
2023,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,230200004,1
2023,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,231000066,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900034,1
2023,APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,230400009,1
2024,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,240200103,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800076,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400003,1
2023,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,230800059,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200075,1
2021,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,211100048,2
2024,APR,U.S. Border Patrol,Southern Border,Tucson Sector,240400070,1
2022,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220900051,1
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200091,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400021,1
2023,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,230100040,1
2022,APR,U.S. Border Patrol,Southern Border,Laredo Sector,220400056,1
2024,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,241000031,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400043,1
2023,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,231000110,3
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000081,1
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200064,2
2021,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,210500026,1
2023,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,230400012,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400040,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400023,1
2024,JAN,Office of Field Operations,Southern Border,Laredo Field Office,240100066,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100060,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800055,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500090,1
2024,MAY,Office of Field Operations,Northern Border,Buffalo Field Office,240500093,1
2022,MAR,Office of Field Operations,Southern Border,San Diego Field Office,220300099,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800012,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900023,1
2024,JUL,Office of Field Operations,Southern Border,Laredo Field Office,240700077,1
2023,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,230700020,1
2023,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,231200067,1
2021,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211100041,1
2022,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,220700006,1
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600033,2
2024,FEB,Office of Field Operations,Southern Border,El Paso Field Office,240200106,1
2023,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230900050,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600089,1
2024,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,241100048,1
2022,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,221000030,1
2023,SEP,U.S. Border Patrol,Northern Border,Detroit Sector,230900020,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400076,1
2023,FEB,U.S. Border Patrol,Southern Border,Yuma Sector,230200116,1
2023,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,230600050,1
2021,MAR,U.S. Border Patrol,Southern Border,Laredo Sector,210300029,3
2021,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,210700021,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600056,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300043,1
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400085,1
2023,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,230700029,1
2024,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,241000024,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600033,1
2024,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,240700032,1
2024,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,240200047,1
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100028,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100081,1
2024,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,241100005,1
2021,JUL,Office of Field Operations,Southern Border,El Paso Field Office,210700071,1
2022,OCT,Office of Field Operations,Southern Border,Tucson Field Office,221000084,1
2022,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,220100025,1
2022,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,220900015,1
2022,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,220600014,1
2024,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,241000060,1
2023,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,230700011,1
2022,OCT,Office of Field Operations,Southern Border,Laredo Field Office,221000078,6
2024,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,240600004,1
2021,JUL,Office of Field Operations,Southern Border,San Diego Field Office,210700072,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200031,1
2023,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,231100026,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800010,1
2023,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,230800051,1
2023,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,230800104,1
2021,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,211000013,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100065,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100044,1
2023,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,230900036,1
2021,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,210900051,1
2023,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,230700057,1
2022,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,221100067,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300108,1
2023,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,230700068,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600037,1
2021,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,210700064,3
2021,JUN,Office of Field Operations,Southern Border,San Diego Field Office,210600103,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200067,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200077,1
2021,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,210300018,1
2021,NOV,U.S. Border Patrol,Southern Border,Del Rio Sector,211100008,1
2024,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,240600006,1
2022,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,220800016,1
2023,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,230700032,1
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900074,1
2023,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,231200047,1
2023,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,231200027,1
2021,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,210800027,1
2021,APR,U.S. Border Patrol,Southern Border,El Centro Sector,210400019,1
2021,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,210800062,1
2021,JUN,U.S. Border Patrol,Northern Border,Grand Forks Sector,210600040,1
2024,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,240900059,1
2023,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,230900022,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800059,2
2022,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,220100085,1
2022,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,220700091,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600027,1
2021,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,210800025,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400079,1
2023,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,230200091,1
2024,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,241000072,2
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100090,2
2024,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,241000054,2
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900053,1
2022,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,220600071,1
2021,OCT,Office of Field Operations,Southern Border,Laredo Field Office,211000061,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400079,1
2021,DEC,Office of Field Operations,Southern Border,Tucson Field Office,211200057,2
2024,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,240600003,1
2023,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,231200054,4
2021,DEC,Office of Field Operations,Coastal/Interior,Houston Field Office,211200060,1
2021,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,210400009,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200070,1
2024,APR,U.S. Border Patrol,Southern Border,Laredo Sector,240400042,1
2022,JAN,U.S. Border Patrol,Southern Border,Big Bend Sector,220100015,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200072,1
2023,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,230200094,1
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800045,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500032,1
2023,APR,U.S. Border Patrol,Southern Border,San Diego Sector,230400067,3
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900005,1
2023,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,230800053,1
2022,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220600010,1
2023,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,230900030,1
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600018,2
2021,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,210700007,1
2021,FEB,Office of Field Operations,Southern Border,Laredo Field Office,210200070,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700012,1
2022,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,221000069,1
2024,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,240300025,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100079,1
2022,FEB,Office of Field Operations,Southern Border,San Diego Field Office,220200099,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200109,2
2022,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,220900014,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200057,1
